"cuny_subject","short_title"
"HONS","Jerusalem Under the Mandate"
"HONS","Land of Hunger"
"HONS","Language and Racism"
"HONS","Latin American Lit & Philo"
"HONS","Latin American Thought"
"HONS","Law & Literature"
"HONS","Leonardo & His Time"
"HONS","Lit & Pol:Cent Amer"
"HONS","Lit&Art in Ital Ren"
"HONS","Literature & Science"
"HONS","Love Early Mod Eur Phil & Lit"
"HONS","Madness"
"HONS","Map Reading/Reading Maps"
"HONS","Maps&20th C Lit"
"HONS","Maps:Hist,Art & Lit"
"HONS","Mathmatcl Thgt"
"HONS","Mdrnsm:1880-1930"
"HONS","Medea"
"HONS","Mediev Religion"
"HONS","Memory Across the Disciplines"
"HONS","Metfic/Metafilm"
"HONS","Mod,Postmod Sci & Evolution"
"HONS","Modrn Polit Economy"
"HONS","Modrnty & Post Modrn"
"HONS","Multiple Narratives"
"HONS","Music to My Eyes"
"HONS","Myth & Creativity"
"HONS","Nationalism"
"HONS","Nav&Lit Discov"
"HONS","Northern Renaissance"
"HONS","Nuns in American Culture"
"HONS","Opera on the Stage"
"HONS","Opera-Intrdiscplnary"
"HONS","Paradigms Lost"
"HONS","Paradise Apocalypse"
"HONS","Patterns/Exp in Arts"
"HONS","Performing the Self"
"HONS","Philosophy and Literature"
"HONS","Pol & Cult Between World Wars"
"HONS","Pol South Africa Apartheid"
"HONS","Political Leadership"
"HONS","Porcelain"
"HONS","Poverty in US"
"HONS","Power, Politics, Information"
"HONS","Ptcom:Pol&Eco"
"HONS","Race and Visual Culture"
"HONS","Renaissance Cities"
"HONS","Rep: Nwe Wmn US"
"HONS","Representations of War"
"HONS","Reps Wounded Psyche"
"HONS","Research/Writing"
"HONS","Revelation: East and West"
"HONS","Risk and Randomness"
"HONS","Russia Thru Opr"
"HONS","SA During & After Apartheid"
"HONS","Sanskrit Epic & Hindu Thought"
"HONS","Science & Politics  Global Wmg"
"HONS","Science & Sin"
"HONS","Science Human Values"
"HONS","Science in Art"
"HONS","Sem Carr Philo Pol Mil Frantz"
"HONS","Semiotics of Eating"
"HONS","Sex & Gender in the Mid Ages"
"HONS","Sex and Death"
"HONS","Sex in 20th & 21st Century"
"HONS","Sex-Text Politic Mozart Operas"
"HONS","Ships, Seafaring & Medit Civil"
"HONS","Shkspear-Page/Stage"
"HONS","Soc Constr Know"
"HONS","Social Hist: NYC Architecture"
"HONS","Sociol. of Knowledge"
"HONS","Soph Honors Colloq"
"HONS","Sophomore Honors Colloquium"
"HONS","Sources 20C Thought"
"HONS","Sp Tp: History of the Book"
"HONS","Spanish Civil War in Lit& Film"
"HONS","Spirals in the 20th Century"
"HONS","State&Socy in Africa"
"HONS","Suffrage 2020: Gndr,Race,Citiz"
"HONS","Surveillance and You"
"HONS","Techngs Resrch Wrtng"
"HONS","The Art & Science of Anatomy"
"HONS","The Body in Medieval Culture"
"HONS","The Culture of Human Sexuality"
"HONS","The Experience of War"
"HONS","The Other Sex"
"HONS","The Search for Knowledge"
"HONS","The Silk Road"
"HONS","The World of Othello"
"HONS","Thinking About Animals"
"HONS","Til Death Do Us Part"
"HONS","Timeless Don Juan"
"HONS","Travels and Journeys"
"HONS","Tropical Rainforest"
"HONS","Upper-Level Honors Colloquium"
"HONS","Urb Women:New Vision"
"HONS","Versions of Reality"
"HONS","Vietnam: Fact and Fiction"
"HONS","Vio&Eth of S.As"
"HONS","Violence/Lat Amer"
"HONS","War in Literature"
"HONS","Water: Interdisc Survey"
"HONS","Weimer Germany 1918-33"
"HONS","Women, Law and Literature"
"HONS","Women: Ancient & Modern"
"HONS","Words & Music"
"HONS","Work In Modn Society"
"HONS","Zombies&Otr Monsters Fact&Fict"
"HUBI","Human Biology Senior Capstone"
"HUBI","Independent Study"
"HUBI","Internship"
"HUMA","Adv Sem Far East Art"
"HUMA","Arts through New York City"
"HUMA","Basic Comm Technique"
"HUMA","Buddhist Art"
"HUMA","Business Ethics"
"HUMA","Community Interp"
"HUMA","Comp Humanities 2"
"HUMA","Comp Humanities I"
"HUMA","Criminal Law"
"HUMA","Critical Prspctve"
"HUMA","Distinguished Living Writers"
"HUMA","Dreaming the Democratic City"
"HUMA","Explorations in the Arts"
"HUMA","First Amendment Law"
"HUMA","Freud’s Contribtn"
"HUMA","Globalization"
"HUMA","Humn, Anml, Nonhumn, Post-humn"
"HUMA","Intrdscpln Indp Stud"
"HUMA","Law and Economics"
"HUMA","MUSE Scholar Seminar"
"HUMA","Muse First Year Seminar"
"HUMA","Psychiatry Diagnosis"
"HUMA","Rel Human Rights & Violence"
"HUMA","Rel,Fundamenta& Viol"
"HUMA","Religion and Human Rights"
"HUMA","The Constitution"
"HUMA","The Literature of Skepticism"
"HUMA","The Map of Knowledge"
"HUMA","The Western Tradition I"
"HUMA","The Western Tradition II"
"HUMA","Thinking Through Poetry"
"HUMA","Trth & Consequences"
"HUMA","Work Made Visible"
"HUMA","Writing in the Arts"
"HURI","Anti Black Racism at the UN"
"HURI","Anti-Black Racism and the UN"
"HURI","App of Int’l HR Norms in US"
"HURI","Asia’s Hmn Rts Half-Century"
"HURI","Asia’s Human Rights Half-Cent"
"HURI","Business & Human Rights"
"HURI","Child Rights"
"HURI","Child Rights&HR:Evol Empwrmnt"
"HURI","Civil Rts HR: Comm Org Soc Chg"
"HURI","Contemp Glob LGBTQ Hum Rtgs"
"HURI","Contemp Qs in Religions & HR"
"HURI","Death Penalty: Hum Rtg & Cr Ju"
"HURI","Environ Hum Rights & Sustain"
"HURI","Equality and Human Rights"
"HURI","Feminist Reimag post COVID-19"
"HURI","Frdm Frm Fear: Wmn of Col Pers"
"HURI","Freedom of Expression 21st Ct"
"HURI","Genocide and Ethnic Conflict"
"HURI","Genocide, Mass Atroc & Respn"
"HURI","Glob Fd Sys:Pwr, Polt & HumRg"
"HURI","HR & Conflict in Africa"
"HURI","HR & Person with Disabilities"
"HURI","HR & the Impact of the Media"
"HURI","HR and Climate Change"
"HURI","HR in Russia&Fmr Soviet States"
"HURI","Health&Human Rights Cncpt&Chal"
"HURI","Hum Rts & Acc to Med"
"HURI","Hum Rts Authoritarian-Totalita"
"HURI","Hum.Rights Int Sem"
"HURI","Human Rights & Arab Spring"
"HURI","Human Rights & Environment"
"HURI","Human Rights & US Foreign Pol"
"HURI","Human Rights Capstone Seminar"
"HURI","Human Rights Internship"
"HURI","Human Rights Interventions"
"HURI","Human Rights and Corruption"
"HURI","Human Rights and Violence"
"HURI","Human Rights in China"
"HURI","Human Rights&Eco Development"
"HURI","Human Rights&Human Diversiity"
"HURI","Human Rights:Conf in Africa"
"HURI","Human Trafficking and the Law"
"HURI","Humn Rghts & National Security"
"HURI","Insec & Rise of Eco & Soc Rts"
"HURI","International Justice:Pol&Prac"
"HURI","Internatl Age of Nationalism"
"HURI","Intnl Humanitarian Law & Pract"
"HURI","Introduction to Human Rights"
"HURI","Int’l Human Rights at the UN"
"HURI","Justice for MeToo"
"HURI","Laws of War"
"HURI","MassSurv, Tort & Discrm Pst911"
"HURI","Media & Policy: Digital Age"
"HURI","Migr Cris:Ref & Imm Rts Policy"
"HURI","Philanthropy and Human Rights"
"HURI","Plight of Refges:Rgts Sur Ptcs"
"HURI","Religious & Eth Cnflct in Asia"
"HURI","Resource Ext Devlop & Hum Rts"
"HURI","Rising China’s Challenge"
"HURI","Sex Orient Gndr Ind& Hum Right"
"HURI","The Critics of Human Rights"
"HURI","The Philosophy of Human Rights"
"HURI","The View from Latin America"
"HURI","Trans Justc aftr Mass Atrocity"
"HURI","Transitional Justice"
"HURI","Women, Peace and Security"
"HURI","Womens Rights in the UN System"
"INDE","Acheivement Contract"
"INDE","Achievement Contract"
"INDE","Independent Research"
"INDE","Internship"
"ITAL","19 Cent Italian Literature"
"ITAL","19&20C Ital Wmn Wrte"
"ITAL","20th Cen Persp on the Renais"
"ITAL","Advanced Italian Composition"
"ITAL","Advanced Italian Grammar"
"ITAL","Alleg Trans 20th C Ital Lit"
"ITAL","Ariosto"
"ITAL","Art of Hum of Manzni"
"ITAL","Boccaccio"
"ITAL","Boccaccio It.Novella"
"ITAL","Boccaccios Decameron"
"ITAL","Carduci/Danunz/Pasco"
"ITAL","Con Madnss Mlt Prs"
"ITAL","Contemporary Ital Lit"
"ITAL","Croce & His Contemporaries"
"ITAL","Croce and His Contemporaries"
"ITAL","Dante 1"
"ITAL","Dante Divin Comedy"
"ITAL","Dante Vit Nuo&Infrno"
"ITAL","Dantes Inferno"
"ITAL","Dante’s Inferno"
"ITAL","Dante’s Paradiso & Major Prose"
"ITAL","Dante’s Purgatorio"
"ITAL","Dante’s Vita Nuova and Inferno"
"ITAL","Dntes Para& Maj Prs"
"ITAL","Dntes Prgtio&Int Par"
"ITAL","Dntes Prse & Vta Nva"
"ITAL","Dnte’s Prgtio & Int Par"
"ITAL","Elem Ital 1 Aud Vis"
"ITAL","Elem Ital 2 Aud Vis"
"ITAL","Elem Ital Convers"
"ITAL","Elementary Italian 1"
"ITAL","Elementary Italian 2"
"ITAL","Elena Ferrante"
"ITAL","Female Gaze over the City"
"ITAL","Food and Italian Identity"
"ITAL","Foscolo and Leopardi"
"ITAL","Gerusalemme Liberata"
"ITAL","History of Italian Language"
"ITAL","History of Italian Theater"
"ITAL","History of Italian Theatre"
"ITAL","Honors Course in Italian"
"ITAL","How to Read & Interp Ital Lit"
"ITAL","In Service"
"ITAL","Independent Research"
"ITAL","Independent Study"
"ITAL","Intensive Elementary Italian"
"ITAL","Intensive Intermediate Italian"
"ITAL","Inter Ital 2 Aud Vis"
"ITAL","Intermediate Italian 2"
"ITAL","Intermediate Italian I"
"ITAL","Intro Ital Lit"
"ITAL","It.Lit:Renaissance"
"ITAL","Ital Amer Wmn Wrtrs"
"ITAL","Ital Amer Wmn Wtr & Art"
"ITAL","Ital Cult:Age Enlght"
"ITAL","Ital Lit & Cinema"
"ITAL","Ital Lit 16th-17th CYS"
"ITAL","Ital Lit:Orig-13 C"
"ITAL","Ital Lt 16C-Presnt"
"ITAL","Ital Lyrc Ptry Mid"
"ITAL","Ital Nov & Th Since 1900"
"ITAL","Ital Phil&Lit Cr 187"
"ITAL","Italian Audio and Visual"
"ITAL","Italian Baroque in Engl"
"ITAL","Italian Culture 1"
"ITAL","Italian Culture 2"
"ITAL","Italian Ecocriticism"
"ITAL","Italian Lit: Origins-XIII Cent"
"ITAL","Italian Literature and Fascism"
"ITAL","Italian Novel & Cinema"
"ITAL","Italian Phonetics and Diction"
"ITAL","Italian Renaiss"
"ITAL","Italian Renaissance Comedy"
"ITAL","Italian Stylistics & Rhetoric"
"ITAL","Italian Theatre 1"
"ITAL","Italian Theatre II"
"ITAL","Italian Translation"
"ITAL","Italian Women Writers"
"ITAL","Italian for Oral Communication"
"ITAL","Itan Phon & Dic"
"ITAL","Leopardi"
"ITAL","Literature & Fascism"
"ITAL","Lorenzo De Medici"
"ITAL","Love and Sex in the Baroque"
"ITAL","Machiavelli"
"ITAL","Mapping It Nat Consc"
"ITAL","Mapping Italy Nat Consc"
"ITAL","Modern Ital Poetry"
"ITAL","Modern Italian Lyric"
"ITAL","Modern Italian Novel"
"ITAL","Modern Italian Short Story"
"ITAL","Neo-Classic Tradition"
"ITAL","Past Vw Thr Bnclr of Pr 20th C"
"ITAL","Petrarch Special Topic"
"ITAL","Petrarch?s Poetry in Motion"
"ITAL","Petrarchist Trad:Eur"
"ITAL","Pirandello&Roots:Mod"
"ITAL","Poetry & Humanism Petrarchist"
"ITAL","Pre Resorgimento Per"
"ITAL","Prose Works of Dante"
"ITAL","Ptrarch,Bocca&Lit Hm"
"ITAL","Renaissance Tragedy"
"ITAL","Second Language Acquisition"
"ITAL","Sel Mstrpcs Ital Lit"
"ITAL","Sem:Ital Lit History"
"ITAL","Shakespeare’s Italy"
"ITAL","Sicilian Writers"
"ITAL","Sp Top: Novella Genre"
"ITAL","Sp Top:The Baroque"
"ITAL","Sp Tp: 18th Century"
"ITAL","Sp Tp: Italian Literature"
"ITAL","Sp Tp:17th Century"
"ITAL","Sp Tp:Renaissance"
"ITAL","Sp Tpc:Novella Genre"
"ITAL","Sp:Topics Ital. Lit."
"ITAL","Spec Topic: Ital Lit"
"ITAL","Special Topics: 20th Century"
"ITAL","Special Topics: Renaissance"
"ITAL","Studies in Dantes"
"ITAL","Survey Ital Lit 1"
"ITAL","Tasso’s Jerusalem"
"ITAL","Tasso’s Melancholy in Euro Per"
"ITAL","The 19th Cent: Special Topics"
"ITAL","The Baroque"
"ITAL","The Epic Tradition"
"ITAL","The Modern Italian Lyric"
"ITAL","The Modern Italian Novel"
"ITAL","The Modern Italian Theatre"
"ITAL","The Neapolitan Novels"
"ITAL","Theory & Pract Transl Ital/Eng"
"ITAL","Thesis Seminar"
"ITAL","Translation: Italian & English"
"ITAL","War & Lit in 20th Cent Italy"
"ITAL","Women in the City"
"ITAL","Writ & Read Wrkshp Ital Lit"
"ITAL","XX Cent Perspec on Renaissance"
"JAPA","Advanced Japanese 1"
"JAPA","Advanced Japanese 2"
"JAPA","Advanced Japanese Conversation"
"JAPA","Classical JPN Lit & JPN Tea"
"JAPA","Contemp JPN Cult of Horror"
"JAPA","Deciphering JPN Zodiac"
"JAPA","Elementary Japanese I"
"JAPA","Elementary Japanese II"
"JAPA","Films of Kurosawa"
"JAPA","In Search of the Lost Decade"
"JAPA","Indep Study Japanese - 1 crd"
"JAPA","Indep Study Japanese - 3 crds"
"JAPA","Indep Study in Japanese-2 crds"
"JAPA","Intermediate Japanese I"
"JAPA","Intermediate Japanese II"
"JAPA","Intro to Chado - Tea Ceremony"
"JAPA","JPN Contemporary Literature"
"JAPA","JPN Myths, Legends & Folklore"
"JAPA","Japanese Bus Comm & Skills"
"JAPA","Japanese Cinema"
"JAPA","Japanese Culture Before 1600"
"JAPA","Japanese Culture Since 1600"
"JAPA","Japanese Detective Novel"
"JAPA","Japanese Food Culture in Japan"
"JAPA","Japanese Kimono - Wearable Art"
"JAPA","Japanese Linguistics"
"JAPA","Japanese Listening & Speaking"
"JAPA","Japanese Pragmatics"
"JAPA","Japanese Reading: Rec&Compreh"
"JAPA","Japanese Translation Seminar"
"JAPA","Re Imaging Modern Japan"
"JAPA","Sp Tp Modern Japanese Lit"
"JAPA","The World of Manga and Anime"
"JAPA","Tokyo: Hist & Cult Topography"
"JAPA","Tpcs Contemp Theatre of Japan"
"JAPA","Traditional Japanese Theatre"
"JWST","Constr Jews Diaspora"
"JWST","Contemp Jewish Music Disap"
"JWST","Gender in Modern Jewish Hist"
"JWST","History of Anti-Semitism"
"JWST","History of the Holocaust"
"JWST","Independent Studies"
"JWST","Independent Study for Honors"
"JWST","Indpdnt Std:Honors"
"JWST","JS Fieldwork"
"JWST","Jewish Americans on the Screen"
"JWST","Jewish Modernisms"
"JWST","Jewish Novel that Change World"
"JWST","Jewish Studies Soc Jew Humor"
"JWST","Jewish Studies:Fieldwork"
"JWST","Mapping Jewish NY"
"JWST","Rabbis, Rad & Rckteer: Jew N.Y"
"JWST","Soc of Jewish Family"
"JWST","Sociology of American Jews"
"JWST","The Baltic Transit (English)"
"JWST","The Dryfus Affair"
"JWST","Trad & Transf: Russ & East Eur"
"JWST","Victims of Holocaust"
"LACS","20th C. P.R. Lit."
"LACS","Afr Root in Braz Mus"
"LACS","African-Caribbean Culture"
"LACS","African-Caribbean Literature"
"LACS","Africn Inf in Amer"
"LACS","Afro-Caribbean Politics 2"
"LACS","Afro-Lat Comm In NY"
"LACS","Afro-Lat Cult & Hist"
"LACS","Amazon:People and Environment"
"LACS","Art & Archi Colonial Lat Amer"
"LACS","Asians:Lat Am&Carib"
"LACS","Aug Boal & Pop Th La"
"LACS","Blk Mus Wrld Cultr"
"LACS","Brazil & Africa"
"LACS","Brazil Music Survey"
"LACS","Brazil: Race, Class and Gender"
"LACS","Carb. Immigrnts:NY"
"LACS","Carib:Wmn,Wrk&Reprod"
"LACS","Caribbean Economics"
"LACS","Caribbean Women Writers"
"LACS","Community Engagement"
"LACS","Cont Sp-Am Lit in Tr"
"LACS","Contem Lat Am Poetry"
"LACS","Contemp Lat Amer Nar"
"LACS","Contemp Sp Lit in Tr"
"LACS","Cuba Abroad"
"LACS","Dev Media&Glob: Latam"
"LACS","Dom&Hait Lit&Cult"
"LACS","Dom/Trin Internship"
"LACS","Dominican Identity"
"LACS","Dominican Literature"
"LACS","Drugs,Pol & Public Policy"
"LACS","Early History of Latin America"
"LACS","Ec Dev:Soc Inqty, La"
"LACS","Economic Development"
"LACS","Ethnology: Latin America"
"LACS","Field Course Latin Amer & Cari"
"LACS","Field Credit in Bahia"
"LACS","Fieldwork in Peru"
"LACS","Fld Cr Hmn Rgth Res"
"LACS","Fld Cr Lat Am&The Ca"
"LACS","Geog of S America"
"LACS","Geog:Mex,Carib&C.Am"
"LACS","Globalization&Cities"
"LACS","Govt & Pol  Central American"
"LACS","His of Lat Am 19-20C"
"LACS","Hist Compar Slavy"
"LACS","Hist of the Domican Republic"
"LACS","History of Brazil"
"LACS","Hmn Rgts:Viol&Protc"
"LACS","Hum Rghts&Hmntrn Int"
"LACS","Human Rights & Area Studies"
"LACS","Human Rights & Bas Nds: Am"
"LACS","Human Rights: Indigenous Ppl"
"LACS","Human Rights: Organ and Strt"
"LACS","Images PR Nat. Id"
"LACS","Imm Emplymnt in NYC"
"LACS","Independent Study"
"LACS","Indgns Soc: Americas"
"LACS","International Pol: Americas"
"LACS","Intrnatnl Migration"
"LACS","Intro: Hispanic Lit 1"
"LACS","Intro:Caribbean Hist:1900-Pres"
"LACS","Intro:Caribbean History - 1900"
"LACS","Intro:Hispan Lit 2"
"LACS","Introduction History of Haiti"
"LACS","Int’l Human Sttlmnts"
"LACS","Lacs In-Service"
"LACS","Lat Am:Change Front"
"LACS","Lat Amer Pol Thought"
"LACS","Lat.Am&Carib Fld Wrk"
"LACS","Latin Amer Civiliztn"
"LACS","Latin Amer Migration & Settle"
"LACS","Latin Amer Pol Econy"
"LACS","Latin Amer:Societies & Culture"
"LACS","Latin American Essay"
"LACS","Latin American Government"
"LACS","Latina Life Stories"
"LACS","Latina Writing"
"LACS","Ltn Americanist Geog"
"LACS","Music of Hispn Carib"
"LACS","PR History Since 1898"
"LACS","PR Politics: U.S."
"LACS","Peo&Cult: Caribbean"
"LACS","Pol Econ Caribbean"
"LACS","Polit Nat’l in PR"
"LACS","Postwar & Contm Art - Lat Amer"
"LACS","Prtct Intnl Hum Rght"
"LACS","Puerto Rican Culture"
"LACS","Puerto Rican History to 1897"
"LACS","Puerto Rican Lit. 2"
"LACS","Puerto Rican Music"
"LACS","Puerto Ricans in U.S"
"LACS","Rc Reln-Carib&Lat Am"
"LACS","Rdng:Mod Span Am Lit"
"LACS","Reg Geog: S. America"
"LACS","Rel & Pol in Lat Amer"
"LACS","Religion in P.R."
"LACS","Rev & React-Lat Amer"
"LACS","Sem: Ethnomusicology"
"LACS","Seminar Afro-Latinos in the US"
"LACS","Soc Chnge:Devpng Soc"
"LACS","Soc Human Rights:Latin America"
"LACS","Soc Intntl Hum Rghts"
"LACS","Span Am Lit Colonial"
"LACS","Span Am Rom,Relsm"
"LACS","Span-Am Mod & Postmd"
"LACS","Surv Span-Am Theatro"
"LACS","Thea: Form of Pop Ed"
"LACS","V.S. Naipaul"
"LACS","Women Lat Amer Hist"
"LACS","Women of Color"
"LACS","Womn Rev Social Cuba"
"LAMG","#MeToo Movement & Sexual Har"
"LAMG","Anthropology of Black America"
"LAMG","Asylum Law, Gender &Sexuality"
"LAMG","Bodies, Borders and Burkinis"
"LAMG","Critiques of Human Trafficking"
"LAMG","Family Migration and the Law"
"LAMG","Gender & Human Rights"
"LAMG","Gender and Migration"
"LAMG","Gender, Migration and Health"
"LAMG","Geography & Gender"
"LAMG","Globalization & Gender"
"LAMG","Hist of Hum Aid to sub-Africa"
"LAMG","Money, Sexuality and Race"
"LAMG","Sp Tp Internatl Sex Tourism"
"LAMG","Women & Men:Labor Market"
"LATI","Anthology of Latin Verse"
"LATI","Beginning Latin 2"
"LATI","Beginning Latin I"
"LATI","Beginning Latin, Intensive"
"LATI","Caesar"
"LATI","Caesar in Gaul"
"LATI","Cicero"
"LATI","Cicero De Senectute"
"LATI","Ciceros De Senectute"
"LATI","Elegiac Poets"
"LATI","Horace and Catullus"
"LATI","Latin Composition"
"LATI","Latin Reading: Poetry"
"LATI","Latin Reading: Prose"
"LATI","Lit of Early Republc"
"LATI","Lit: Augustan Age"
"LATI","Literature of Early Republic"
"LATI","Literature of the Early Empire"
"LATI","Literature of the Empire"
"LATI","Literature of the Late Empire"
"LATI","Literature:Republic"
"LATI","Livy"
"LATI","Lucretius De Rerum Natura"
"LATI","Lyric Poetry of the Golden Age"
"LATI","Medieval Latin"
"LATI","Natural Disasters Roman Lit"
"LATI","Ovid"
"LATI","Ovid’s Metamorphoses"
"LATI","Roman Biography"
"LATI","Roman Comedy"
"LATI","Roman Epic"
"LATI","Roman Letters"
"LATI","Roman Religion in Latin Lit"
"LATI","Roman Satire"
"LATI","Roman Slavery"
"LATI","Speaking & Writing Latin"
"LATI","Spolia & Spoliation Latin Lit"
"LATI","Supervised Reading"
"LATI","Tacitus"
"LATI","The Domus in Latin Literature"
"LATI","The Roman Army"
"LATI","The Roman Novel"
"LATI","Topics in Latin Lit"
"LATI","Topics in Latin Literature"
"LATI","Vergil"
"LATI","Vergils Aeneid"
"LATI","Vergil’s Aeneid"
"LATI","Vergil’s Eclogues and Georgics"
"LING","Analysis & Struct of Engl 1"
"LING","Analysis & Struct of Engl 2"
"LING","Anlys & Struc of Eng"
"LING","Instrctd Sec Lang Acquisn (KC)"
"LING","Int: Indoeur Comp Gra"
"LING","Intro to Gen Ling I"
"LING","Intro to Ling Res"
"LING","Intro to Rom Ling 2"
"LING","Intro to Rom Ling I"
"LING","Old French"
"LING","Spec Studies in Ling"
"LING","Thy Rsch Sla & Lrng"
"LISC","Information Research"
"LISC","Library Research Strategies"
"MAEN","CUNY Enroute Masters"
"MAEN","Cuny Enroute Masters"
"MAHC","Arts in NYC"
"MAHC","Peopling: NY"
"MAHC","Science and Technology - NYC"
"MAHC","Shpg the Fut:Ct"
"MAHC","The Law of Contracts and Torts"
"MAOM","Maintain Matric Grad Students"
"MAOM","Maintaining Matric - DOCT"
"MATH","Abstract Algebra I"
"MATH","Abstract Algebra II"
"MATH","Adv Num Analysis:Finite Elem"
"MATH","Advanced Discrete Structures"
"MATH","Advanced Numerical Methods"
"MATH","Advanced Numerical Methods Ii"
"MATH","Advanced Topics for Teachers"
"MATH","Advanced Topics in Mathematics"
"MATH","Alg1st,2nd &3rdTrm Calc&LinAlg"
"MATH","Algebra College Stud-Enhanced"
"MATH","Algebra for College Students"
"MATH","Algebraic Topology"
"MATH","Analysis Partial Diff Equation"
"MATH","Analytic Functions"
"MATH","Analytic Num Theory"
"MATH","Analytic Number Theory"
"MATH","Applied Combinatorics"
"MATH","Arith&Topics in Alg"
"MATH","Axiomatic Geometry"
"MATH","Basic Math"
"MATH","Basic Structures of Math"
"MATH","Calc I with Symb Computation"
"MATH","Calc for Life and Soc Science"
"MATH","Calculus 2"
"MATH","Calculus 3"
"MATH","Calculus I"
"MATH","Calculus on Manifold"
"MATH","Calculus on Manifolds"
"MATH","Challe Cncpts:Math"
"MATH","College Algebra & Trig"
"MATH","Combinatorial Group Theory"
"MATH","Combinatorics"
"MATH","Computu Fluid Mechan"
"MATH","Data Visualization"
"MATH","Differential Equatns"
"MATH","Dynamical Systems and Chaos"
"MATH","Elem Func&Analytic Geom"
"MATH","Elementary Functions"
"MATH","Essen Elem Algebra"
"MATH","Experimental Studies in Math"
"MATH","Explorations:Math"
"MATH","Functional Analysis"
"MATH","Fundamental Concepts"
"MATH","Further Topics Adv/Abs Algebra"
"MATH","General Topology"
"MATH","Geometries"
"MATH","Geometries I"
"MATH","Graph Theory"
"MATH","Graph Theory II"
"MATH","History of Mathematics"
"MATH","Honors Seminar"
"MATH","Hyperbolic Geometry"
"MATH","Independent Study"
"MATH","Independent Study in Math"
"MATH","Interm Topcs: Math"
"MATH","Intr Math Proof Wrks"
"MATH","Intro to Abstract Algebra"
"MATH","Intro to Complex Var"
"MATH","Intro to Complex Variable"
"MATH","Intro to Linear Algebra"
"MATH","Intro to Math Comp 2"
"MATH","Intro:Sym Cmputation"
"MATH","Invstg Comm Core Discrete Math"
"MATH","Linear Algebra"
"MATH","Logic and Computers"
"MATH","Mastery Symbolic Computation"
"MATH","Mat,Vect,Linear Prog"
"MATH","Math Mth for Physci"
"MATH","Math for Elem Adv Standpoint"
"MATH","Math for Elem Ed 2"
"MATH","Math for Elem Educ I"
"MATH","Math in Everyday Life"
"MATH","Mathematical Analysis 2"
"MATH","Mathematical Analysis I"
"MATH","Mathematical Logic"
"MATH","Mathematical Reasoning Wksp"
"MATH","Mathematics in Human History"
"MATH","Matrix Algebra"
"MATH","Mid School Math Adv Persptve"
"MATH","Modern Algebra 2"
"MATH","Modern Algebra I"
"MATH","Non-Classical Logic"
"MATH","Nonparametric Statistics"
"MATH","Number Systems"
"MATH","Numerical Analysis"
"MATH","Numerical Methods 1"
"MATH","Numerical Methods 2"
"MATH","Ordin Diff Equations"
"MATH","Ordin Differ Eqs"
"MATH","Partial Differ Eqs"
"MATH","Philosophy of Mathematics"
"MATH","Pre Professional Sci: Core 3"
"MATH","Pre-Discrete Math Workshop"
"MATH","Pre-Prof Sci:Core 2"
"MATH","Precal Techno Lab"
"MATH","Precalculus"
"MATH","Precalculus with Workshop"
"MATH","Preprof Sci Core 4"
"MATH","Preprof Sci: Core I"
"MATH","Real Variables 1"
"MATH","Sec Sc Math Adv Prs 2"
"MATH","Sec Sc Math Adv Prs1"
"MATH","Seminar"
"MATH","Sp Tp Diff Geometry Manifolds"
"MATH","Stochastic Optimization:Com Sm"
"MATH","Symbolic Logic"
"MATH","Synchronizing Automata"
"MATH","Th:Fun Real Varabl II"
"MATH","Theory of Numbers"
"MATH","Topics in Calculus"
"MATH","Topics in Geometry"
"MATH","Topics in Math Sci"
"MATH","Topics:Geometric Function Ther"
"MATH","Topology"
"MATH","USIP - Calculus Workshop"
"MATH","USIP - Pre-Math 101 Workshop"
"MATH","Understanding Task-Based Math"
"MATH","Vector Analysis"
"MELS","Adv Microbiology"
"MELS","Cell and Tissue Culture"
"MELS","Clinical Biochemistry 2"
"MELS","Clinical Biochemistry I"
"MELS","Clinical Microbiology I"
"MELS","Clinical Microbiology II"
"MELS","Clinical Practicum I"
"MELS","Clinical Practicum II"
"MELS","Cncpt Disas Diag Str"
"MELS","Comp & Data Pro Med Lab"
"MELS","Computers in Medical Lab"
"MELS","Cyto Lab Mgmt & Ops"
"MELS","Cytopreparatory Techniques 1"
"MELS","Cytopreparatory Techniques 2"
"MELS","Cytopreparatory Techniques III"
"MELS","Emerging Lab Technol"
"MELS","Exfoliative Cytopathology 1"
"MELS","Exfoliative Cytopathology 2"
"MELS","Fdmntl Cncpt & Tech: Med Lab"
"MELS","Fdmntl Cncpt&Tech:Ml"
"MELS","Fine Needle Aspiration Cyto I"
"MELS","Fine Needle Aspiration Cyto II"
"MELS","Fundamentals of Pathology"
"MELS","Graduate Independent Study"
"MELS","Gynecologic Cytopathology"
"MELS","Hematology"
"MELS","Hematology Lab"
"MELS","Histology Laboratory"
"MELS","Hlth Profess Writing"
"MELS","Hlth Sci:Crit Thnkng"
"MELS","Honors"
"MELS","Human Histology"
"MELS","Human Physiology"
"MELS","Immunohematology"
"MELS","Immunology"
"MELS","Independent Study - MLS"
"MELS","Intro to Health Care"
"MELS","Intro:Hlth Care Syst"
"MELS","Introduction to Cytopathology"
"MELS","Lab Analysis"
"MELS","Management Practicum"
"MELS","Meas Immun Prin&Prac"
"MELS","Microscopic Evaluation 1"
"MELS","Microscopic Evaluation II"
