19364: ACCT,"Accounting Information Systems"
20768: HUMA,"Internship in the Humanities"
20769: HURI,"Advanced Seminar in HR"
20770: HURI,"Civil & Pol Rights & Civil Lib"
20771: HURI,"Eco20772: HURI,"Faculty-Mentored Research HR"
20773: HURI,"HR & Corp Soc Responsibility"
20774: HURI,"HR Advocacy & Activism"
20775: HURI,"HR and Humanitarianism"
20776: HURI,"HR: Int’l & Dmstc Legal Frame"
20777: HURI,"Health as a Human Right"
20778: HURI,"Indep Study in Human Rights"
20779: HURI,"Internship in Human Rights"
20780: HURI,"Introduction to Human Rights"
20781: HURI,"Int’l HR: Org and Institutions"
20782: HURI,"Philosophy of Human Rights"
20783: INTE,"20th Century By Deca"
20784: INTE,"Alternate Worlds"
20785: INTE,"Art From News"
20786: INTE,"Colorism & Colonial Violence"
20787: INTE,"Comedy & Identity"
20788: INTE,"Constructions Of Dif"
20789: INTE,"Creative Movements"
20790: INTE,"Earth Justice: Intro to SUS"
20791: INTE,"Environmental Crime"
20792: INTE,"Environmental Justice"
20793: INTE,"Evolution and Its Impact"
20794: INTE,"Exp Learn Soc Just; Fld Prep"
20795: INTE,"Fac Mentored Research Experien"
20796: INTE,"Food and Culture"
20797: INTE,"Forbidden Love Cult & Soc"
20798: INTE,"Forgiveness/Revenge"
20799: INTE,"Global Catastrophe"
20800: INTE,"Humanitarianism"
20801: INTE,"Independent Study 200-level"
20802: INTE,"Independent Study 300-level"
20803: INTE,"Independent Study 400-level"
20804: INTE,"Interdisc Perspectives on Past"
20805: INTE,"Interdisciplinary Internship"
20806: INTE,"Interdisciplinary Intrnshp II"
20807: INTE,"Intro Experiential Learn: EJS"
20808: INTE,"Justice: Who’s In20809: INTE,"Life Stories"
20810: INTE,"Meaning In The Arts"
20811: INTE,"Monsters and What They Mean"
20812: INTE,"Moral Dilemmas In Us"
20813: INTE,"Murder Hist & Cult Persp"
20814: INTE,"Remember/Forget"
20815: INTE,"Revolutions"
20816: INTE,"Sel Top Sustain & Env Justice"
20817: INTE,"Sex Gender & Justice"
20818: INTE,"Stereotypes/Identity"
20819: INTE,"Stuff: The Meaning of Things"
20820: INTE,"Technology and Culture"
20821: INTE,"The Stories We Tell"
20822: INTE,"Topics Interdisc Stds"
20823: INTE,"Travel and Transformation"
20824: INTE,"Troublemakers"
20825: INTE,"Truth And Creativity"
20826: INTE,"Vera Inst Fellowship"
20827: INTE,"Violence/Justice"
20828: INTE,"Voices of Migration"
20829: INTE,"White Supremacy and Racism"
20830: INTE,"Why Gender Matters?"
20831: ITAL,"Independent Study 200-level"
20832: ITAL,"Independent Study 300-level"
20833: ITAL,"Independent Study 400-level"
20834: ITAL,"Intermediate Italian I"
20835: ITAL,"Intermediate Italian II"
20836: ITAL,"Introductory Italian I"
20837: ITAL,"Introductory Italian II"
20838: JAPA,"Elementary Japanese II"
20839: JAPA,"Elementary Japanese Level I"
20840: JAPA,"Elementary Japanese Level II"
20841: JAPA,"Elementary Japanese1"
20842: JAPA,"Independent Study 200-level"
20843: JAPA,"Independent Study 300-level"
20844: JAPA,"Independent Study 400-level"
20845: JAPA,"Intermediate Japanese I"
20846: JAPA,"Intermediate Japanese II"
20847: LAST,"Blacks in Latin America"
20848: LAST,"Cj In Essay&Novel"
20849: LAST,"Cj In Poetry & Drama"
20850: LAST,"Class20851: LAST,"CompPerspect:Crime inCaribbean"
20852: LAST,"Dominican Society and Identity"
20853: LAST,"Drug/Crime & Lat Am"
20854: LAST,"Entangled Tongues"
20855: LAST,"Ethics Latinx Lit"
20856: LAST,"Experiential Learn Latinx Comm"
20857: LAST,"Fac Mentored Research Experien"
20858: LAST,"Growing Up Latinx"
20859: LAST,"Hist of Caribb Migration to US"
20860: LAST,"Hist of the Caribbean Islands"
20861: LAST,"History of Contemporary Cuba"
20862: LAST,"History of Puerto Rico"
20863: LAST,"Hum Rts & Law Lat Am"
20864: LAST,"Il-Legal Subjects"
20865: LAST,"Immigrants Rights in Americas"
20866: LAST,"Independent Honors Project"
20867: LAST,"Independent Study 200-level"
20868: LAST,"Independent Study 300-level"
20869: LAST,"Independent Study 400-level"
20870: LAST,"Indigenous Latin America"
20871: LAST,"Internship Latinx Communities"
20872: LAST,"Intro Latin American History"
20873: LAST,"Latin American Woman"
20874: LAST,"Latinx Communities in the U.S."
20875: LAST,"Latinx Community Fieldwork"
20876: LAST,"Latinx Expnce Of Crj"
20877: LAST,"Latinx People & Justice"
20878: LAST,"Latinx People in Corr Sys"
20879: LAST,"Latinx Populations & the City"
20880: LAST,"Latinx Struggles"
20881: LAST,"Pop Music Caribbean"
20882: LAST,"Pr Cult&Folklore"
20883: LAST,"Race And Citizenship"
20884: LAST,"Research Methods LatinAm"
20885: LAST,"Rev & Soc Chng Contemp Lat Am"
20886: LAST,"Revol Lit&Art Lat Am"
20887: LAST,"Sel Topic Lat Am & LatinX Stds"
20888: LAST,"Seminar in Latinx Issues"
20889: LAST,"Soc Pol Dvlpmnts in Contemp PR"
20890: LAST,"Special Topics"
20891: LAST,"Sr Sem Lat Am & Latinx Studies"
20892: LAST,"Terror/Just Latin Am"
20893: LAST,"Theatre of Americas since 1960"
20894: LAST,"U.S Foreign Policy Latin Amer"
20895: LAST,"U.S. Latinx Identity XXI Cent"
20896: LATI,"Latin Tr Cred"
20897: LAW,"Business Law"
20898: LAW,"Code Crmnal Procs"
20899: LAW,"Comp Crm Jus Sysm"
20900: LAW,"Constitutional Law"
20901: LAW,"Cont Adm Judicry"
20902: LAW,"Corruption & Reform"
20903: LAW,"Corruption and Reform"
20904: LAW,"Criminal Law"
20905: LAW,"Criminal Law of New York"
20906: LAW,"Criminal Law-Ny"
20907: LAW,"Cybercrime Law"
20908: LAW,"Death Penalty Law"
20909: LAW,"East Euro Org Crime"
20910: LAW,"Emp Discrim Law"
20911: LAW,"Emplymnt Investg Law"
20912: LAW,"Ethics and Law"
20913: LAW,"Fac Mentored Research Experien"
20914: LAW,"Immigration Law"
20915: LAW,"Independent Study"
20916: LAW,"Independent Study 200-level"
20917: LAW,"Independent Study 300-level"
20918: LAW,"Independent Study 400-level"
20919: LAW,"Int Forensic Psy"
20920: LAW,"Interdisc Law"
20921: LAW,"Intr Jewish Crim Law"
20922: LAW,"Introduction to Legal Research"
20923: LAW,"Jews20924: LAW,"Jurisprudence"
20925: LAW,"Law Employment Investigation"
20926: LAW,"Law and Evidence"
20927: LAW,"Law for Security Personnel"
20928: LAW,"Law/Pol Race Rel"
20929: LAW,"News Media & Just"
20930: LAW,"Problems of Constitutional Dev"
20931: LAW,"Psychology and the Law"
20932: LAW,"Selected Topics in Law"
20933: LAW,"Sem Search&Seizre"
20934: LAW,"Seminr In Jewish Law"
20935: LAW,"Terrorism and the Law"
20936: LAW,"The American Judiciary"
20937: LAW,"The Death Penalty"
20938: LAW,"Thematics Law"
20939: LAW,"Violence In Prison"
20940: LAWS,"Colloq Rsrch In Law"
20941: LAWS,"Fac Men Rsrch Exp in Law & Soc"
20942: LAWS,"Independent Study 200-level"
20943: LAWS,"Independent Study 300-level"
20944: LAWS,"Independent Study 400-level"
20945: LAWS,"Intro Law & Society"
20946: LAWS,"LAW & SOC Internship-6 cr"
20947: LAWS,"Law & Soc Intern 6cr"
20948: LAWS,"Law and Society Internship"
20949: LAWS,"Law in Everyday Life"
20950: LAWS,"Lws Internship"
20951: LAWS,"Research Meth in Law & Soc"
20952: LAWS,"Selected Topics in Law and Soc"
20953: LEST,"Sen Sem Legal Stu"
20954: LITE,"Afr Amer Exp Lit"
20955: LITE,"African-American Literature"
20956: LITE,"Alcohol and Literature"
20957: LITE,"Alfred Hitchcock"
20958: LITE,"American Lit & Law"
20959: LITE,"American Stories"
20960: LITE,"Ancient Lit-Exp of Living Past"
20961: LITE,"Banned Books"
20962: LITE,"Caribbean Lit & Cult"
20963: LITE,"Children’s Literature"
20964: LITE,"Comic & Graphic Novels"
20965: LITE,"Comic Books"
20966: LITE,"Comics & Graphic Novels"
20967: LITE,"Contemporary Fiction"
20968: LITE,"Crime In Shakespeare"
20969: LITE,"Crime Stories"
20970: LITE,"Crime/Punishmnt/Just"
20971: LITE,"Crme20972: LITE,"Cultures in Conflict"
20973: LITE,"Documentary Film and Media"
20974: LITE,"Fac-Mentored Research Exp: LIT"
20975: LITE,"Film Criticism"
20976: LITE,"Film and Society"
20977: LITE,"Foundation Literature & Law"
20978: LITE,"Foundations of U.S. Latinx Lit"
20979: LITE,"Gen/Sex Latinx Lit"
20980: LITE,"Gender In Literature"
20981: LITE,"Global Literature"
20982: LITE,"Harlem Renaissance"
20983: LITE,"Independent Study"
20984: LITE,"Independent Study 200-level"
20985: LITE,"Independent Study 300-level"
20986: LITE,"Independent Study 400-level"
20987: LITE,"Individual Reading"
20988: LITE,"Intro Lit & Law"
20989: LITE,"Intro To Lit Study"
20990: LITE,"Intro To Literatr"
20991: LITE,"Introduction to Film"
20992: LITE,"Introduction to Literary Study"
20993: LITE,"Jm Coetzee: Disgrace"
20994: LITE,"John Jay & His Era"
20995: LITE,"Just Westrn Tradit’N"
20996: LITE,"Justice Across Literature"
20997: LITE,"Justice and Heroism"
20998: LITE,"Justice by the Book"
20999: LITE,"King Arthur: Culture & Society"
21000: LITE,"Latino/A Exp In Lit"
21001: LITE,"Latinx Literature Seminar"
21002: LITE,"Latinx Street Literature"
21003: LITE,"Law Just Eur Med Lit"
21004: LITE,"Lit & Law: Origins State Power"
21005: LITE,"Lit Of Growing Up"
21006: LITE,"Lit Of La Rev"
21007: LITE,"Lit of the African World"
21008: LITE,"Lit. Of Apartheid"
21009: LITE,"Literature & Ethics"
21010: LITE,"Literature and Ethics"
21011: LITE,"Literature as Witness"
21012: LITE,"Martin Scorsese and Spike Lee"
21013: LITE,"Medieval Early Modrn"
21014: LITE,"Modern Lit: Breaking w Trad"
21015: LITE,"Murder on Screen and Stage"
21016: LITE,"Murder on Stage and Screen"
21017: LITE,"Mythology in Literature"
21018: LITE,"Native American Literature"
21019: LITE,"New Fiction"
21020: LITE,"New York City in Film"
21021: LITE,"New York City in Literature"
21022: LITE,"Outlaws"
21023: LITE,"Per Lit & Hum Rights"
21024: LITE,"Psychopathology and Literature"
21025: LITE,"Rights21026: LITE,"Road Movies"
21027: LITE,"Science Fiction Film"
21028: LITE,"Science in the Making"
21029: LITE,"Selected Historical Topics"
21030: LITE,"Selected Topics in Literature"
21031: LITE,"Senior Seminar Literature&Law"
21032: LITE,"Senior Seminar in Literature"
21033: LITE,"Sex Roles in Literature"
21034: LITE,"Shakespeare"
21035: LITE,"Shakespeare and Justice"
21036: LITE,"South Asian Lit"
21037: LITE,"Special Topics"
21038: LITE,"Sr Sem Literature"
21039: LITE,"Sr Seminar Lit & Law"
21040: LITE,"Steven Spielberg"
21041: LITE,"T.Morrison: Beloved"
21042: LITE,"Text and Context"
21043: LITE,"The Ancient World"
21044: LITE,"The Bible as Literature"
21045: LITE,"The Crime Film"
21046: LITE,"The Horror Film"
21047: LITE,"The Language of Film"
21048: LITE,"The Rebel in Film"
21049: LITE,"The Word as Weapon"
21050: LITE,"Tolkien Lit Roots"
21051: LITE,"Topics 17 & 18 Century"
21052: LITE,"Topics Lit 19 Cent"
21053: LITE,"Topics Lit 20 Cent"
21054: LITE,"Topics Lit Early Mod"
21055: LITE,"Topics in Ancient Literature"
21056: LITE,"Topics in Medieval Literature"
21057: LITE,"Tpcs 17 & 18 Century"
21058: LITE,"Western Lit I"
21059: LITE,"Western Lit II"
21060: LITE,"Wld Alf Hitchock"
21061: LITE,"World Lit Tricksters"
21062: LITE,"Writing Nature"
21063: MAHC,"Future Of Nyc"
21064: MAHC,"MHC II: Peopling of NYC"
21065: MAHC,"Mac Hnrs Sem I: The Art of NYC"
21066: MAHC,"Sci & Tech In Nyc"
21067: MAOM,"Thesis Prep M/M"
21068: MATH,"Abstract Algebra"
21069: MATH,"Advanced Calculus 2"
21070: MATH,"Advanced Calculus I"
21071: MATH,"Advanced Data Structures"
21072: MATH,"Applied Differential Equations"
21073: MATH,"Artificial Intelligence"
21074: MATH,"Artificial Intllgnce"
21075: MATH,"Calculus I"
21076: MATH,"Calculus II"
21077: MATH,"Calculus III"
21078: MATH,"Calculus IV"
21079: MATH,"College Algebra"
21080: MATH,"College Math Prep Workshop"
21081: MATH,"Comp Str Dec Mak"
21082: MATH,"Computer Algorithms"
21083: MATH,"Computer Architectre"
21084: MATH,"Computer Architecture"
21085: MATH,"Computer Networking"
21086: MATH,"Computers Admin Dec-Mak"
21087: MATH,"Data Analysis"
21088: MATH,"Data Processing"
21089: MATH,"Database Systems in CRJ"
21090: MATH,"Discrete Structures"
21091: MATH,"Elementary Algebra"
21092: MATH,"Elementary Algebra Immersion"
21093: MATH,"Elements of Mathematical Proof"
21094: MATH,"Exempt Math Gen Ed"
21095: MATH,"Fac Mentored Research Experien"
21096: MATH,"Functions of Complex Variable"
21097: MATH,"Game Theory"
21098: MATH,"Graph Intrface Prog"
21099: MATH,"Graphical Data"
21100: MATH,"Independent Study 200-level"
21101: MATH,"Independent Study 300-level"
21102: MATH,"Independent Study 400-level"
21103: MATH,"Int Basic Math Sk"
21104: MATH,"Int Telecommunic"
21105: MATH,"Intensive Math"
21106: MATH,"Intern MIS"
21107: MATH,"Intro Computer & Programming"
21108: MATH,"Intro Computing"
21109: MATH,"Intro Diff Equations"
21110: MATH,"Intro Forensic Comp"
21111: MATH,"Introduction to Data Analysis"
21112: MATH,"Ja Stats Prep Wksp"
21113: MATH,"Java Programming"
21114: MATH,"Java Programming II"
21115: MATH,"Liberal Arts Mathematics"
21116: MATH,"Linear Algebra"
21117: MATH,"Linear Programming"
21118: MATH,"Mast Data Proc"
21119: MATH,"Mathematical Cryptography"
21120: MATH,"Modern Geometry"
21121: MATH,"Modern Math Intensiv"
21122: MATH,"Multivariate Analysis"
21123: MATH,"Numerical Analysis"
21124: MATH,"Object Oriented Computing"
21125: MATH,"Op Anal Pub Sysms"
21126: MATH,"Operating Systems"
21127: MATH,"Operations Research Models I"
21128: MATH,"Operations Research Models II"
21129: MATH,"Paced Modern Mathematics"
21130: MATH,"Pre-Calculus"
21131: MATH,"Pre-Freshman Math"
21132: MATH,"Probability"
21133: MATH,"Probability & Math Stats 2"
21134: MATH,"Probablty & Sta 1"
21135: MATH,"Programming Languages"
21136: MATH,"Quant Prob Crj"
21137: MATH,"Regression Analysis"
21138: MATH,"Sec Computer Data"
21139: MATH,"Selected Topics"
21140: MATH,"Selected Topics in Mathematics"
21141: MATH,"Signal Processing"
21142: MATH,"Social Science Mathematics"
21143: MATH,"Softwr Off Mgmt"
21144: MATH,"Surv Conc Opr Res"
21145: MATH,"Systems Analysis and Design"
21146: MESG,"Exempt Lit Gen Ed"
21147: MESG,"Graduate Permit"
21148: MESG,"Institute On Asia"
21149: MESG,"Span Lang In Puert"
21150: MUSI,"Afro-Carib Music & Dance"
21151: MUSI,"Afro-Caribbean Music and Dance"
21152: MUSI,"American Popular Mus"
21153: MUSI,"Choral Music 2"
21154: MUSI,"Choral Music in Performance"
21155: MUSI,"Composition Through Technology"
21156: MUSI,"Fac Mentored Research Experien"
21157: MUSI,"Hist Afam Music"
21158: MUSI,"History Afr/Am Music"
21159: MUSI,"Independent Study 200-level"
21160: MUSI,"Independent Study 300-level"
21161: MUSI,"Independent Study 400-level"
21162: MUSI,"India Tibet & Beyond"
21163: MUSI,"Interdisc Mus"
21164: MUSI,"Interdisc Music"
21165: MUSI,"Intro To Guitar"
21166: MUSI,"Introduction to Guitar"
21167: MUSI,"Introduction to Music"
21168: MUSI,"John Jay Chorus I"
21169: MUSI,"John Jay Chorus II"
21170: MUSI,"Music In Wrld Clt"
21171: MUSI,"Music Technolgy"
21172: MUSI,"Music Technology"
21173: MUSI,"Music in World Culture"
21174: MUSI,"Orchest Music & War"
21175: MUSI,"Piano"
21176: MUSI,"Pop Music Caribbean"
21177: MUSI,"Selected Topics in Music"
21178: MUSI,"Song Writing"
21179: MUSI,"The Language of Music"
21180: MUSI,"Vocal Technique"
21181: NASC,"Intro to Science in Society"
21182: NURS,"Nursing Tr Cred"
21183: NURS,"Room Usage"
21184: OFTC,"Secretarial Elective Credit"
21185: PERM,"CUNY Graduate Permit Course"
21186: PERM,"CUNY Graduate Permit- 1 credit"
21187: PERM,"CUNY Graduate Permit- 2 cr"
21188: PERM,"CUNY Graduate Permit- 3 cr"
21189: PERM,"CUNY Graduate Permit- 4 cr"
21190: PERM,"CUNY Graduate Permit- 5 credit"
21191: PERM,"CUNY Graduate Permit- 6 cr"
21192: PERM,"CUNY Graduate Permit- 8 cr"
21193: PERM,"CUNY Graduate Permit- 9 cr"
21194: PERM,"CUNY Permit Course"
21195: PERM,"CUNY Permit Course 1.5 Credits"
21196: PERM,"CUNY Permit Course- 1 Credit"
21197: PERM,"CUNY Permit Course- 12 credits"
21198: PERM,"CUNY Permit Course- 15 credits"
21199: PERM,"CUNY Permit Course- 2 Credits"
21200: PERM,"CUNY Permit Course- 3 credits"
21201: PERM,"CUNY Permit Course- 4 credits"
21202: PERM,"CUNY Permit Course- 4.5 credit"
21203: PERM,"CUNY Permit Course- 5 credits"
21204: PERM,"CUNY Permit Course- 6 credits"
21205: PERM,"CUNY Permit Course- 7 credits"
21206: PERM,"CUNY Permit Course- 8 credits"
21207: PERM,"CUNY Permit Course- 9 credits"
21208: PERM,"Non-CUNY Grad Permit-6 credit"
21209: PERM,"Non-CUNY Permit (12 Credits)"
21210: PERM,"Non-Cuny Permit"
21211: PHIL,"19-Century Euro/American Phil"
21212: PHIL,"Africana Philosophy"
21213: PHIL,"Classical Chinese Philosophy"
21214: PHIL,"Critical Thinking"
21215: PHIL,"Environmental Ethics"
21216: PHIL,"Epistemology"
21217: PHIL,"Ethical Foundations"
21218: PHIL,"Ethical Theory"
21219: PHIL,"Ethics & Information Tech"
21220: PHIL,"Ethics and Law"
21221: PHIL,"Exempt Phil Gen Ed"
21222: PHIL,"Existentialism"
21223: PHIL,"Fac Mntred Rsrch Exper in Phil"
21224: PHIL,"Gender21225: PHIL,"Honors Reading Phi"
21226: PHIL,"Independent Study 200-level"
21227: PHIL,"Independent Study 300-level"
21228: PHIL,"Independent Study 400-level"
21229: PHIL,"Interdisc Phi"
21230: PHIL,"Introduction to Philosophy"
21231: PHIL,"Issues In Justice"
21232: PHIL,"Judic&Corr Ethics"
21233: PHIL,"Latin American Philosophy"
21234: PHIL,"Metaphysics"
21235: PHIL,"Modern Thought"
21236: PHIL,"Native American Philosophy"
21237: PHIL,"Phi Punish Caribbean"
21238: PHIL,"Phil Rule Of Law"
21239: PHIL,"Phil of Law in Global Persp"
21240: PHIL,"Philosophical Issues of Rights"
21241: PHIL,"Philosophical Modernity"
21242: PHIL,"Philosophy Of Scienc"
21243: PHIL,"Philosophy of Art"
21244: PHIL,"Philosophy of Comedy"
21245: PHIL,"Philosophy of Human Nature"
21246: PHIL,"Philosophy of Religion"
21247: PHIL,"Philosophy of Science"
21248: PHIL,"Philosophy of the Mind"
21249: PHIL,"Philosophy of the Rule Of Law"
21250: PHIL,"Philosophy of the Self"
21251: PHIL,"Political Philosophy"
21252: PHIL,"Selected Topics in Justice"
21253: PHIL,"Selected Topics in Philosophy"
21254: PHIL,"Senior Seminar"
21255: PHIL,"Senior Seminar in Ethics"
21256: PHIL,"Sr Sem Hist Phil"
21257: PHIL,"Sr Sem Metaphysics"
21258: PHIL,"Symbolic Logic"
21259: PHIL,"The Great Philosophers"
21260: PHIL,"Theories Gender & Sex"
21261: PHIL,"Topics In Justice"
21262: PHIL,"Topics Lat-Am Phil"
21263: PHIL,"Utopian Thought"
21264: PHIL,"Visions of American Pluralism"
21265: PHYS,"College Physics I"
21266: PHYS,"College Physics II"
21267: PHYS,"General Physics 2"
21268: PHYS,"General Physics I"
21269: PHYS,"General Physics II"
21270: PHYS,"Independent Study 200-level"
21271: PHYS,"Independent Study 300-level"
21272: PHYS,"Independent Study 400-level"
21273: PHYS,"Our Physicl World"
21274: PORT,"Afr-Brzl Women Poets"
21275: PORT,"Elementary Portuguese I"
21276: PORT,"Elementary Portuguese II"
21277: PORT,"Elmntry Portuguese 1"
21278: PORT,"Elmntry Portuguese 2"
21279: PORT,"Independent Study 200-level"
21280: PORT,"Independent Study 300-level"
21281: PORT,"Independent Study 400-level"
21282: PORT,"Intermediate Portuguese I"
21283: POSC,"Amer Government"
21284: POSC,"American Pol.Thought"
21285: POSC,"American Political Philosophy"
21286: POSC,"An Economic Analysis of Crime"
21287: POSC,"Budgeting"
21288: POSC,"CUNY Washington DC Internship"
21289: POSC,"Capstone Sem in Police Prbms"
21290: POSC,"Chg Lndscp Terrorism"
21291: POSC,"Chinese Americans in Policing"
21292: POSC,"Cj In Eastern Europe"
21293: POSC,"Colloq Crimnl Lit"
21294: POSC,"Community Policing"
21295: POSC,"Comp Crm Jus Sysm"
21296: POSC,"Compar Urban Political Syst"
21297: POSC,"Comparative Police Systems"
21298: POSC,"Comparative Politics"
21299: POSC,"Constit Rights/Lib"
21300: POSC,"Constitutional Powers"
21301: POSC,"Crime Analysis Using GIS"
21302: POSC,"Crime Mapping"
21303: POSC,"Crj Data Analysis"
21304: POSC,"East Euro Org Crime"
21305: POSC,"Evid-based/Prob-Orien Policing"
21306: POSC,"Fac Mentored Research Experien"
21307: POSC,"Facul Mentor Rsrch Exp Pol Sci"
21308: POSC,"Fieldwork/Internship"
21309: POSC,"Finance Crimes Invst"
21310: POSC,"Gender and Law"
21311: POSC,"Gender and Politics"
21312: POSC,"Gov & Pol Mid East"
21313: POSC,"Honors Tutorial"
21314: POSC,"Independent Study"
21315: POSC,"Independent Study 200-level"
21316: POSC,"Independent Study 300-level"
21317: POSC,"Independent Study 400-level"
21318: POSC,"Intelligence& Police"
21319: POSC,"Interdisc Pol"
21320: POSC,"Interdisc Psc"
21321: POSC,"International Human Rights"
21322: POSC,"International Law and Justice"
21323: POSC,"International Organizations"
21324: POSC,"International Relations"
21325: POSC,"International Security"
21326: POSC,"Internatl Police Cooperation"
21327: POSC,"Intro Research Polit"
21328: POSC,"Intro State Gov & Politics"
21329: POSC,"Intro: Criminal Investigations"
21330: POSC,"Introduction to Police Studies"
21331: POSC,"Introduction to Public Policy"
21332: POSC,"Introduction to Urban Politics"
21333: POSC,"Invesg Sex Crimes"
21334: POSC,"Judicl Proc/Politics"
21335: POSC,"Justice In Workplace"
21336: POSC,"Law & Poli Race Relations"
21337: POSC,"Law & Politics of Immigration"
21338: POSC,"Law Order Jus Soc"
21339: POSC,"Law/Pol LGBTQ Rights"
21340: POSC,"Leadership For Police"
21341: POSC,"Media & Politics"
21342: POSC,"Money Pol Mgr"
21343: POSC,"NYS Legislature Internship"
21344: POSC,"News Media & Just"
21345: POSC,"Organized Crime in America"
21346: POSC,"Personnel Admin"
21347: POSC,"Plan for Police Op & Mgmt"
21348: POSC,"Pol Prty Int Gps Soc"
21349: POSC,"Pol Theory Crj"
21350: POSC,"Police & Media"
21351: POSC,"Police Administrn"
21352: POSC,"Police And The Media"
21353: POSC,"Police Crime Mapping"
21354: POSC,"Police Dev & Account"
21355: POSC,"Police Ethics"
21356: POSC,"Police History"
21357: POSC,"Police Labor Relations"
21358: POSC,"Police Mgmt & Admin in the US"
21359: POSC,"Police Sci Tr Cred"
21360: POSC,"Police Sci Training Prgrm"
21361: POSC,"Police Training Programs"
21362: POSC,"Police Use of Force"
21363: POSC,"Police Work with Juveniles"
21364: POSC,"Police and Diversity"
21365: POSC,"Police-Community"
21366: POSC,"Political Philosophy"
21367: POSC,"Political Science Internship"
21368: POSC,"Political Sociology"
21369: POSC,"Politics of Global Inequality"
21370: POSC,"Prin Const Govt"
21371: POSC,"Psy of Policework"
21372: POSC,"Research In Govt"
21373: POSC,"Research Methods in Policing"
21374: POSC,"Selected Topics in Government"
21375: POSC,"Selected Topics in Justice"
21376: POSC,"Selected Topics in Police Sci"
21377: POSC,"Selected Topics in Policing"
21378: POSC,"Selected Topics in Polit Sci"
21379: POSC,"Sem & Internship Nyc Govt"
21380: POSC,"Sem American & Urban Politics"
21381: POSC,"Sem Civ Rghts&Lib"
21382: POSC,"Sem Nyc Politics"
21383: POSC,"Sem&Intrnship Nyc I"
21384: POSC,"Sem: Judicial Process/Politics"
21385: POSC,"Seminar & Internship in NYC II"
21386: POSC,"Seminar In Governmnt"
21387: POSC,"Seminar on Terrorism"
21388: POSC,"Sen Semi Intl Rel & Comp Poli"
21389: POSC,"Sex Offenders in Crim Just Sys"
21390: POSC,"Special Topics"
21391: POSC,"Sr Sem Law Cts Polit"
21392: POSC,"State Con Law & Politics"
21393: POSC,"Stress Mgmt Law Enf"
21394: POSC,"Sup Research Exp"
21395: POSC,"Sup Research Exp II"
21396: POSC,"Super/Lead Plce Serv"
21397: POSC,"Surv Conc Opr Res"
21398: POSC,"Survey of Criminalistics"
21399: POSC,"Terrorism and Politics"
21400: POSC,"The American Presidency"
21401: POSC,"The Patrol Function"
21402: POSC,"The Police Manager"
21403: POSC,"The Politics of Rights"
21404: POSC,"The Traffic Control Function"
21405: POSC,"Transnational Crime"
21406: POSC,"U.S. Congress"
21407: POSC,"Us For Plcy Latin Am"
21408: POSC,"Voting & Public Opinion"
21409: POSC,"Western Political Thought"
21410: POSC,"Women in Policing"
21411: PRLS,"Afr Heritge In Carib"
21412: PRLS,"African Hrtge Carib"
21413: PRLS,"Carib Migratn-Us"
21414: PRLS,"Civil Rights Latinos"
21415: PRLS,"Cj In Essay&Novel"
21416: PRLS,"Cj In Poetry & Drama"
21417: PRLS,"Class Race Fam La"
21418: PRLS,"Class Race Fm La"
21419: PRLS,"Corr Sys Hispanics"
21420: PRLS,"Corr Sys Latinos"
21421: PRLS,"Crime In Caribbean"
21422: PRLS,"Crit Prsp Latin Amer"
21423: PRLS,"Cvl Rts Hisp Comm"
21424: PRLS,"Dominican Soc"
21425: PRLS,"Dominican Society and Identity"
21426: PRLS,"Drug/Crime & Lat Am"
21427: PRLS,"Economics Of Pr"
21428: PRLS,"Economics of Puerto Rico"
21429: PRLS,"Essay: Mod Pr Thgt"
21430: PRLS,"Essay:Mod Pr Thgt"
21431: PRLS,"His Carib Islands"
21432: PRLS,"His Contempy Cuba"
21433: PRLS,"Hisp Expr Of Crj"
21434: PRLS,"Hisp Iss & Lgl Sy"
21435: PRLS,"Hist Puerto Rico"
21436: PRLS,"History of Puerto Rico"
21437: PRLS,"Histry Carib Islands"
21438: PRLS,"Hum Rt&Law Lat Am"
21439: PRLS,"Ind Study & Research"
21440: PRLS,"Independent Study"
21441: PRLS,"Interdisc Pr Studies"
21442: PRLS,"Interdisc Pr/Latin"
21443: PRLS,"Latina Incarceration"
21444: PRLS,"Latino Comm Fld Work"
21445: PRLS,"Latino Exp Of Crj"
21446: PRLS,"Latino Exp Urban Us"
21447: PRLS,"Latino Expnce Of Crj"
21448: PRLS,"Latino Psychology"
21449: PRLS,"Latino/A Theater Usa"
21450: PRLS,"Latino/a Theatre in the USA"
21451: PRLS,"P Rican His Tr Cr"
21452: PRLS,"Poetry & Drama"
21453: PRLS,"Pol Psych Latin Amer"
21454: PRLS,"Pop Music Caribbean"
21455: PRLS,"Pr Comm Fld Work"
21456: PRLS,"Pr Cult&Folklore"
21457: PRLS,"Pr Narrative"
21458: PRLS,"Pr/Hispan Amersoc"
21459: PRLS,"Psy Of Violence Am"
21460: PRLS,"Puerto Rican Stu Blkt"
21461: PRLS,"Puerto Rican Studies"
21462: PRLS,"Rev Contmp Lat Am"
21463: PRLS,"Sem Latino Issues"
21464: PRLS,"Soc Polit Devmts"
21465: PRLS,"Social Strat&Hier"
21466: PRLS,"Special Topics"
21467: PRLS,"Terror/Truth Latn Am"
21468: PRLS,"The Latin American Woman"
21469: PRLS,"Us For Plcy Latin Am"
